id	title	question	answer	response_question	response_answer	statement
56cf48a3aab44d1400b88f2f	New_York_City	About how many people work in the New York fashion industry?	180,000	about how many people work in the new york fashion industry?	180,000	the new york fashion industry employs approximately 180,000 people
56cf48a3aab44d1400b88f30	New_York_City	About how much does it cost per year to pay workers in the New York fashion industry?	$11 billion	about how much does it cost per year to pay workers in the new york fashion industry?	$11 billion	it costs $11 billion per year to pay workers in the new york fashion industry
56cf48a3aab44d1400b88f31	New_York_City	With Interpublic Group, what company has a combined annual revenue of roughly US$21 billion?	Omnicom Group	with Interpublic Group, what company has a combined annual revenue of roughly us$21 billion?	omnicom group	the omnicom group has a combined annual revenue of roughly us$21 billion
56cff1bb234ae51400d9c137	New_York_City	NYC's fashion industry employs how many people?	180,000	nyc's fashion industry employs how many people?	180,000	nyc's fashion industry employs 180,000 people
56cff1bb234ae51400d9c138	New_York_City	The Two highest advertising agencies in the world located in NYC are called what?	Omnicom Group and Interpublic Group	the Two highest advertising agencies in the world located in nyc are called what?	omnicom group and interpublic group	the Two highest advertising agencies in the world located in new york city are called omnicom group and interpublic group
56cf49d7aab44d1400b88f46	New_York_City	How many New Yorkers work in the food processing field?	19,000	how many New Yorkers work in the food processing field?	19,000	nineteen thousand New Yorkers work in the food processing field
56cf49d7aab44d1400b88f47	New_York_City	What is the annual revenue of the food processing industry?	US$5 billion	what is the annual revenue of the food processing industry?	us$5 billion	the food processing industry’s annual revenue is us$5 billion
56cf49d7aab44d1400b88f48	New_York_City	In what borough is the garment business prominent?	Brooklyn	in what borough is the garment business prominent?	brooklyn	the garment business is prominent in Brooklyn
56cf4a29aab44d1400b88f56	New_York_City	What dollar amount of chocolate does New York export annually?	US$234 million	what dollar amount of chocolate does New York export annually?	us$234 million	new york exports us$234 million of chocolate annually
56cf4a29aab44d1400b88f57	New_York_City	Where is the "Chocolate District" located?	Brooklyn	Where is the "Chocolate District" located?	Brooklyn	the "chocolate district" is located in Brooklyn
56cf4a29aab44d1400b88f58	New_York_City	In what borough is Godiva based?	Manhattan	In what borough is Godiva based?	manhattan	godiva is based in the Manhattan borough
56cf4a29aab44d1400b88f59	New_York_City	What is the number one specialty food export of New York?	Chocolate	what is the number one specialty food export of New York?	Chocolate	New York’s number one specialty food export is Chocolate
56cff221234ae51400d9c13f	New_York_City	What type of food is NYC's leading food export?	Chocolate	what type of food is nyc’s leading food export?	chocolate	nyc’s leading food export is chocolate
56cff221234ae51400d9c140	New_York_City	Which one of the world's largest chocolate makers is stationed in Manhattan?	Godiva	Which one of the world's largest chocolate maker -s is stationed in Manhattan?	godiva	the world’s largest chocolate maker is stationed in Manhattan, godiva
56cf4ed5aab44d1400b88fa2	New_York_City	As of 2013, how many people worked for a securities business in New York?	163,400	as of 2013, how many people worked for a securities business in New York?	163,400	one hundred –sixty –three –thousand –four –hundred people worked for a securities business in New
56cf4ed5aab44d1400b88fa3	New_York_City	What percentage of New York private sector jobs are in the securities industry?	5	what percentage of New York private sector jobs are in the securities industry?	5	five percent of New York private sector jobs are in the securities industry
56cf4ed5aab44d1400b88fa4	New_York_City	How much tax revenue does the securities industry generate?	US$3.8 billion	how much tax revenue does the securities industry generate?	us$3.8 billion	the securities industry generates us$3.8 billion in tax revenue
56cf4ed5aab44d1400b88fa5	New_York_City	What is the average income in the New York securities industry?	US$360,700	what is the average income in the New York securities industry?	us$360,700	the average income in the New York securities industry is us$360,700
56cf4ed5aab44d1400b88fa6	New_York_City	What percentage of the city's wages does the securities industry provide?	22	what percentage of the city's wages does the securities industry provide?	22	the securities industry provides 22 percent of the city’s wages
56cff29a234ae51400d9c149	New_York_City	22 Percent of NYC's total wages are from what industry?	The city's securities	22 Percent of NYC's total wages are from what industry?	The city's securities	22 percent of NYC’s total wages are from the city’s securities
56cf5478aab44d1400b88ffc	New_York_City	On what street is the New York Stock Exchange headquartered?	Wall Street	on what street is the new york stock exchange headquartered?	wall street	the new york stock exchange is headquartered on wall street
56cf5478aab44d1400b88ffd	New_York_City	What is the street address of NASDAQ?	165 Broadway	what is the street address of nasdaq?	165 Broadway	the street address of nasdaq is 165 Broadway
56cf5478aab44d1400b88ffe	New_York_City	In 2012, how many investment banking fees were paid out to Wall Street?	$40 billion	in what year were the investment banking fees paid out to wall street?	$40 billion	the investment banking fees were paid out to wall street for $40 billion
56cf5478aab44d1400b88fff	New_York_City	In 2013-4, what percentage of New York state tax revenues came from the securities business on Wall Street?	19%	in 2013-4, what percentage of New York state tax revenues came from the securities business on Wall Street?	19%	the securities business on Wall Street accounted for 19% of New York state tax revenues
56cf5478aab44d1400b89000	New_York_City	Who was the previous overseer of the London interbank offered rate?	British Bankers Association	who was the previous overseer of the london interbank offered rate?	british bankers association	the british bankers association was the previous overseer of the london interbank offered rate
56cff54e234ae51400d9c16a	New_York_City	The New York Stock exchange is located where in NYC?	Wall Street	the New York Stock exchange is located where in nyc?	Wall Street	the New York Stock exchange is located on Wall Street
56cff54e234ae51400d9c16b	New_York_City	The NASDAQ is located on what street in NYC?	165 Broadway	the NASDAQ is located on what street in NYC?	165 Broadway	the NASDAQ is located on 165 Broadway in NYC
56cf552daab44d1400b89022	New_York_City	How many square meters of office space does Manhattan have?	46.5 million	how many square meters of office space does Manhattan have?	46.5 million	Manhattan has 46.5 million square meters of office space
56cf552daab44d1400b89023	New_York_City	About how many million square feet of office space is present in Midtown Manhattan?	400	about how many million square feet of office space is present in Midtown Manhattan?	400	four hundred million square feet of office space is present in Midtown Manhattan
56cff567234ae51400d9c16f	New_York_City	How much office space did Manhatten possess in 2015?	500 million square feet	how much office space did Manhatten possess in 2015?	500 million square feet	Manhatten possessed 500 million square feet of office space in 2015
56cf55aeaab44d1400b89030	New_York_City	In what borough is Silicon Alley located?	Manhattan	in what borough is Silicon Alley located?	manhattan	Silicon Alley is located in the Manhattan borough
56cf55aeaab44d1400b89031	New_York_City	What is the street address of the headquarters of Verizon Communciations?	140 West Street	what is the street address of the headquarters of Verizon Communciations?	140 West Street	the headquarters of Verizon Communciations is located at 140 West Street
56cf55aeaab44d1400b89032	New_York_City	How much did Verizon spend on fiber optic upgrades in New York City?	US$3 billion	how much did Verizon spend on fiber optic upgrades in New York City?	us$3 billion	verizon spent us$3 billion on fiber optic upgrades in New York City
56cf55aeaab44d1400b89033	New_York_City	Approximately how many tech sector jobs are in New York City?	300,000	approximately how many tech sector jobs are in New York City?	300,000	there are 300,000 tech sector jobs in New York City
56cff593234ae51400d9c171	New_York_City	The technology sector of work in NYC has how many employees in its service?	300,000	the technology sector of work in nyc has how many employees in its service?	300,000	the technology sector of work in new york city has 300,000 employees in its service
56cf566aaab44d1400b89042	New_York_City	Along with Cornell University, what institution is involved in the building of Cornell Tech?	Technion-Israel Institute of Technology	along with cornell university, what institution is involved in the building of cornell tech?	the technion-israel institute of technology	along with cornell university, the technion-israel institute of technology is involved in the building of
56cf566aaab44d1400b89043	New_York_City	What is the cost to build Cornell Tech?	US$2 billion	what is the cost to build Cornell Tech?	us$2 billion	Cornell Tech cost us$2 billion to build
56cf566aaab44d1400b89044	New_York_City	On what island is Cornell Tech located?	Roosevelt Island	on what island is Cornell Tech located?	roosevelt island	cornell tech is located on roosevelt island
56cf566aaab44d1400b89045	New_York_City	About how much capital did Accelerator raise as of the middle of 2014?	US$30 million	about how much capital did Accelerator raise as of the middle of 2014?	us$30 million	Accelerator raised us$30 million as of the middle of 2014
56cf566aaab44d1400b89046	New_York_City	How large is the Alexandria Center for Life Science in square meters?	65,000	how large is the alexandria center for life science in square meters?	65,000	the alexandria center for life science is 65,000 square meters large
56cff61d234ae51400d9c17f	New_York_City	In 2011, what school was built on Roosevelt Island?	Cornell Tech	in 2011, what school was built on Roosevelt Island?	cornell Tech	cornell Tech was built on Roosevelt Island
56cf56b2aab44d1400b89056	New_York_City	How many tourists visited New York in 2011?	51 million	how many tourists visited New York in 2011?	51 million	fifty-one million tourists visited New York in 2011
56cf56b2aab44d1400b89057	New_York_City	How many people came to visit New York in 2013?	54 million	how many people came to visit New York in 2013?	54 million	fifty-four million people came to visit New York in 2013
56cf56b2aab44d1400b89058	New_York_City	What is the record number of tourists that have visited New York in a year?	56.4 million	what is the record number of tourists that have visited New York in a year?	56.4 million	the record number of tourists that have visited New York in a year is 56.4 million
56cf56b2aab44d1400b89059	New_York_City	How much money did tourism create for New York in 2014?	US$61.3 billion	how much money did tourism create for New York in 2014?	us$61.3 billion	tourism created us$61.3 billion for New York in 2014
56cff665234ae51400d9c187	New_York_City	How many tourists that visited NYC in 2014 broke the record?	56.4 million	how many tourists that visited nyc in 2014 broke the record?	56.4 million	56.4 million tourists that visited nyc in 2014 broke the record
56cff665234ae51400d9c189	New_York_City	How many tourists visited NYC in 2013?	54 million	how many tourists visited nyc in 2013?	54 million	fifty –four million tourists visited nyc in 2013
56cf571faab44d1400b89069	New_York_City	What English phrase does I ❤ NY represent?	I Love New York	what English phrase does I ❤ NY represent?	i love new york	i ❤ ny represents i love new york
56cf571faab44d1400b8906a	New_York_City	When was I ❤ NY first used in advertisements?	1977	when was i ❤ ny first used in advertisements?	1977	i ❤ ny was first used in advertisements in 1977
56cf571faab44d1400b8906b	New_York_City	Who owns the trademark to I ❤ NY?	New York State Empire State Development	who owns the trademark to i ❤ ny?	new york state empire state development	i ❤ ny is owned by new york state empire state development
56cf571faab44d1400b8906c	New_York_City	What is the state song of New York?	I Love New York	What is the state song of New York?	i love New York	the state song of New York is i love New York
56cff6a7234ae51400d9c18d	New_York_City	I Love New York was established as advertising in what year?	1977	i love new york was established as advertising in what year?	1977	i love new york was established as advertising in 1977
56cff6a7234ae51400d9c18e	New_York_City	What is the state song of New York?	I Love New York	What is the state song of New York?	i love New York	the state song of New York is i love New York
56cf578daab44d1400b89089	New_York_City	In what neighborhood does the Halloween Parade take place?	Greenwich Village	in what neighborhood does the Halloween Parade take place?	greenwich village	the Halloween Parade takes place in Greenwich Village
56cf578daab44d1400b8908a	New_York_City	What company sponsors the Thanksgiving Day parade?	Macy's	What company sponsors the Thanksgiving Day parade?	macy’s	macy’s sponsors the Thanksgiving Day parade
56cf578daab44d1400b8908b	New_York_City	At what location is a Christmas tree famously lit every year?	Rockefeller Center	at what location is a Christmas tree famously lit every year?	Rockefeller Center	a Christmas tree is famously lit every year at Rockefeller Center
56cf578daab44d1400b8908c	New_York_City	Where in Central Park are performances offered at no cost?	Summerstage	where in Central Park are performances offered at no cost?	summerstage	performances are offered at no cost in summerstage
56cf578daab44d1400b8908d	New_York_City	In what borough is the Unisphere located?	Queens	in what borough is the Unisphere located?	queens	the Unisphere is located in the borough of queens
56cf57c2aab44d1400b89093	New_York_City	About how many hotel rooms are there in Manhattan?	90,000	about how many hotel rooms are there in Manhattan?	90,000	there are 90,000 hotel room -s in Manhattan
56cf57c2aab44d1400b89094	New_York_City	What was the percentage increase of Manhattan hotel rooms between 2013 and 2014?	10%	what was the percentage increase of Manhattan hotel rooms between 2013 and 2014?	10%	the percentage increase of Manhattan hotel room -s between 2013 and 2014 was
56cf57c2aab44d1400b89095	New_York_City	Who owns the Waldorf Astoria?	Anbang Insurance Group	who owns the Waldorf Astoria?	anbang insurance group	the Waldorf Astoria is owned by anbang insurance group
56cf57c2aab44d1400b89096	New_York_City	What was the October 2014 purchase price of the Waldorf Astoria?	US$1.95 billion	what was the October 2014 purchase price of the Waldorf Astoria?	us$1.95 billion	the October 2014 purchase price of the Waldorf Astoria was us$1.95 billion
56cff757234ae51400d9c199	New_York_City	The hotel that sold for the most money in 2014 was which in NYC?	Waldorf Astoria New York	the hotel that sold for the most money in 2014 was which in nyc?	waldorf Astoria New York	the hotel that sold for the most money in 2014 was the Waldorf Astoria New York
56cff757234ae51400d9c19a	New_York_City	How many hotel rooms are located in NYC as of the end of 2014?	90,000	how many hotel rooms are located in nyc as of the end of 2014?	90,000	ninety thousand hotel room -s are located in nyc as of the end of 2014
56cff757234ae51400d9c19b	New_York_City	Who bought the Waldorf Astoria hotel in NYC in 2014?	Anbang Insurance Group	who bought the Waldorf Astoria hotel in nyc in 2014?	Anbang Insurance Group	the Anbang Insurance Group bought the Waldorf Astoria hotel in nyc in 2014
56cff757234ae51400d9c19c	New_York_City	The Waldorf Astoria hotel sold for how many dollars?	1.95 billion	the Waldorf Astoria hotel sold for how many dollars?	1.95 billion	the Waldorf Astoria hotel sold for 1.95 billion dollars
56cfac79234ae51400d9be4f	New_York_City	Approximately how many feature films are made in New York City every year?	200	approximately how many feature films are made in New york City every year?	200	approximately 200 feature film -s are made in New york City every year
56cfac79234ae51400d9be50	New_York_City	How many New Yorkers work in the television and film industry?	130,000	how many New Yorkers work in the television and film industry?	130,000	one hundred thirty thousand New Yorkers work in the television and film industry
56cfac79234ae51400d9be51	New_York_City	How much money does the New York film and television industry create every year?	$7.1 billion	how much money does the new york film and television industry create every year?	$7.1 billion	the new york film and television industry creates $7.1 billion every year
56cfac79234ae51400d9be52	New_York_City	What United States city is the second most popular for pilot episode location filming?	Los Angeles	What United States city is the second most popular for pilot episode location filming?	los angeles	the second most popular for pilot episode location filming is los angeles
56cfacff234ae51400d9be57	New_York_City	Along with Warner Music Group, what top three record label is based in New York City?	Sony Music Entertainment	along with Warner Music Group, what top three record label is based in New York City?	sony music entertainment	along with Warner Music Group, sony music entertainment is one of the top three record label -s based in New York City
56cfacff234ae51400d9be58	New_York_City	What city is North America's biggest media market?	New York City	what city is north america’s biggest media market?	new york city	new york city is north america’s biggest media market
56cfacff234ae51400d9be59	New_York_City	Out of the top eight advertising agency networks in the world, how many are based in New York?	Seven	out of the top eight advertising agency network -s in the world, how many are based in New York?	seven	the top eight advertising agency network -s in the world have seven based in New York
56cfad77234ae51400d9be5d	New_York_City	How many people work in the New York publishing industry?	25,000	how many people work in the new york publishing industry?	25,000	twenty-five thousand people work in the new york publishing industry
56cfad77234ae51400d9be5e	New_York_City	Which New York-based newspaper has won the Pulitzer Prize for journalism?	The New York Times	which New York-based newspaper has won the Pulitzer Prize for journalism?	the new York Times	the new york times has won the Pulitzer Prize for journalism
56cfad77234ae51400d9be5f	New_York_City	Along with the New York Times, what national daily newspaper is based in New York?	The Wall Street Journal	along with the new york times, what national daily newspaper is based in new york?	the wall street journal	along with the new york times, the wall street journal is a national daily newspaper based in new york
56cfad77234ae51400d9be60	New_York_City	What was the founding year of the New York Daily News?	1919	what was the founding year of the New York Daily News?	1919	the New York Daily News was founded in 1919
56cfad77234ae51400d9be61	New_York_City	Who was the founder of the New York Post?	Alexander Hamilton	who was the founder of the New York Post?	alexander hamilton	the New York Post was founded by alexander hamilton
56cffb63234ae51400d9c1e5	New_York_City	How many newspaper offices are located in New York?	More than 200	how many newspaper offices are located in New York?	more than 200	there are more than 200 newspaper office -s located in New York
56cffb63234ae51400d9c1e6	New_York_City	How many magazines can call NYC home?	350	how many magazines can call nyc home?	350	there are 350 magazines that can call nyc home
56cffb63234ae51400d9c1e7	New_York_City	How many national newspapers out of the three are from New York?	2	how many national newspapers out of the three are from New York?	2	two national newspaper -s are from New York
56cffb63234ae51400d9c1e8	New_York_City	Which two national newspapers are located in New York?	The Wall Street Journal and The New York Times	which two national newspapers are located in New York?	the wall street journal and the new york times	the wall street journal and the new york times are located in New York
56cffb63234ae51400d9c1e9	New_York_City	When was the New York Daily News founded?	1919	when was the new york daily news founded?	1919	the new york daily news was founded in 1919
56cfafaf234ae51400d9be67	New_York_City	Along with ABC and NBC, what other major broadcaster is based in New York?	CBS	along with abc and nbc, what other major broadcaster is based in new york?	cbs	along with abc and nbc, cbs is a major broadcaster based in new york
56cfafaf234ae51400d9be68	New_York_City	What is the name of the city's public television service?	NYCTV	what is the name of the city's public television service?	nyctv	the city's public television service is nyctv
56cfafaf234ae51400d9be69	New_York_City	What comedy channel on cable television is headquartered in New York?	Comedy Central	what comedy channel on cable television is headquartered in New York?	comedy central	comedy central is headquartered in New York
56cfafaf234ae51400d9be6a	New_York_City	What cable news channel is based in New York?	Fox News	what cable news channel is based in New York?	fox news	fox news is based in New York
56cfb021234ae51400d9be6f	New_York_City	What is the name of the first public-access TV channel in the country?	Manhattan Neighborhood Network	what is the name of the first public-access tv channel in the country?	manhattan neighborhood network	the first public-access tv channel in the country is the Manhattan Neighborhood Network
56cfb021234ae51400d9be70	New_York_City	In what year did the Manhattan Neighborhood Network begin?	1971	in what year did the Manhattan Neighborhood Network begin?	1971	the Manhattan Neighborhood Network began in 1971
56cfb021234ae51400d9be71	New_York_City	What is the primary public television station in New York?	WNET	what is the primary public television station in New York?	wnet	the primary public television station in New York is wnet
56cfb021234ae51400d9be72	New_York_City	What is the largest public radio station in the US by audience size?	WNYC	what is the largest public radio station in the us by audience size?	wnyc	wnyc is the largest public radio station in the us by audience size
56cfb021234ae51400d9be73	New_York_City	In what year did the city cease to own WNYC?	1997	in what year did the city cease to own wnyc?	1997	the city ceased to own wnyc in 1997
56cffbdd234ae51400d9c1f3	New_York_City	The public-assess TV channel that has been around the longest in the US in what?	Manhattan Neighborhood Network	the public-assess tv channel that has been around the longest in the us in what?	Manhattan Neighborhood Network	the public-assess tv channel that has been around the longest in the us is the Manhattan Neighborhood Network
56cffbdd234ae51400d9c1f4	New_York_City	When was the Manhattan Neighborhood Network created?	1971	when was the Manhattan Neighborhood Network created?	1971	the Manhattan Neighborhood Network was created in 1971
56cffbdd234ae51400d9c1f5	New_York_City	The largest public radio station by listeners is what in New York?	WNYC	the largest public radio station by listeners is what in New York?	wnyc	the largest public radio station by listeners is wnyc in New York
56cfb0ab234ae51400d9be79	New_York_City	What city department runs the public school system?	New York City Department of Education	what city department runs the public school system?	new york city department of education	the new york city department of education runs the public school system
56cfb0ab234ae51400d9be7a	New_York_City	How many students are in New York City public schools?	1.1 million	how many students are in New York City public schools?	1.1 million	new york city public school -s have 1.1 million student -s
56cfb0ab234ae51400d9be7b	New_York_City	About how many public schools are there in New York City?	1,700	about how many public schools are there in New York City?	1,700	there are 1,700 public school -s in New York City
56cfb0ab234ae51400d9be7c	New_York_City	How many high schools for gifted students does New York City have?	nine	how many high schools for gifted students does New York City have?	nine	new york city has nine high school -s for gifted students
56cffc18234ae51400d9c1f9	New_York_City	How many students regularly attend schools in NYC?	1.1 million	how many students regularly attend schools in nyc?	1.1 million	students regularly attend schools in nyc, totaling 1.1 million
56cffc18234ae51400d9c1fb	New_York_City	How many highschools are specialized in NYC?	nine	How many highschools are specialized in nyc?	nine	nine highschool -s are specialized in nyc
56cfb0d5234ae51400d9be81	New_York_City	What institution aids in the creation of charter schools in New York?	New York City Charter School Center	what institution aids in the creation of charter schools in New York?	New York City Charter School Center	New York City Charter School Center aids in the creation of charter schools in New York
56cfb0d5234ae51400d9be82	New_York_City	About how many private schools does New York have?	900	about how many private schools does New York have?	900	new york has 900 private school -s
56cfb1a2234ae51400d9be85	New_York_City	About how many students attend schools in the City University of New York system?	half million	about how many students attend schools in the city university of new york system?	half million	the city university of new york system has half million student –s
56cfb1a2234ae51400d9be86	New_York_City	What fraction of Manhattan residents graduated from college?	three out of five	what fraction of Manhattan residents graduated from college?	three out of five	three out of five of Manhattan residents graduated from college
56cfb1a2234ae51400d9be87	New_York_City	What fraction of Manhattan residents have graduate degrees?	one out of four	what fraction of Manhattan residents have graduate degrees?	one out of four	one out of four Manhattan resident –s have graduate degrees
56cfb1a2234ae51400d9be88	New_York_City	The City University of New York system consists of how many institutions?	24	the City University of New York system consists of how many institutions?	24	the City University of New York system consists of twenty-four institutions
56cfb1a2234ae51400d9be89	New_York_City	How many students in New York partcipate in higher education?	600,000	how many students in New York partcipate in higher education?	600,000	six hundred thousand student –s in New York partcipate in higher education
56cffcb0234ae51400d9c208	New_York_City	What is the largest library in the United States?	The New York Public Library	what is the largest library in the United States?	the new york public library	the new york public library is the largest library in the United States
56cffcb0234ae51400d9c209	New_York_City	What is the second largest library in the US?	Queens Borough Public Library	what is the second largest library in the us?	queens borough public library	the queens borough public library is the second largest library in the us
56d103ff17492d1400aab728	New_York_City	What is the name of the library system in Queens?	Queens Borough Public Library	what is the name of the library system in Queens?	the Queens Borough Public Library	the Queens Borough Public Library is the library system in Queens
56d103ff17492d1400aab729	New_York_City	What is Brooklyn's public library system called?	Brooklyn Public Library	what is Brooklyn's public library system called?	Brooklyn Public Library	the Brooklyn Public Library is the public library system for Brooklyn
56d103ff17492d1400aab72a	New_York_City	Along with Staten Island and the Bronx, what borough is served by the New York Public Library?	Manhattan	along with Staten Island and the Bronx, what borough is served by the new york public library?	manhattan	the new york public library serves the borough of Manhattan
56cffd07234ae51400d9c215	New_York_City	The largest municipal healthcare in the US is what?	New York City Health and Hospitals Corporation	the largest municipal healthcare in the us is what?	the New York City Health and Hospitals Corporation	the New York City Health and Hospitals Corporation is the largest municipal healthcare in the us
56cffd07234ae51400d9c217	New_York_City	How many hospitals does HHC operate?	11	how many hospitals does hhc operate?	11	the hhc operate –s 11 hospital –s
56d1046317492d1400aab734	New_York_City	What is the yearly revenue of the New York City Health and Hospitals Corporation?	$6.7 billion	what is the yearly revenue of the New York City Health and Hospitals Corporation?	$6.7 billion	the New York City Health and Hospitals Corporation’s yearly revenue is $6.7 billion
56d1046317492d1400aab735	New_York_City	How many patients are served annually by HHC?	1.4 million	how many patients are served annually by hhc?	1.4 million	hhc serves 1.4 million patient –s annually
56d1046317492d1400aab736	New_York_City	How many uninsured New Yorkers take advantage of HHC?	475,000	how many uninsured New Yorkers take advantage of hhc?	475,000	475,000 uninsured new yorkers take advantage of hhc
56d1046317492d1400aab737	New_York_City	In what year was the New York City Health and Hospitals Corporation founded?	1969	in what year was the New York City Health and Hospitals Corporation founded?	1969	the New York City Health and Hospitals Corporation was founded in 1969
56d1046317492d1400aab738	New_York_City	How many nursing homes does HHC operate?	five	How many nursing homes does HHC operate?	five	the HHC operate five nursing home -s
56cffd56234ae51400d9c21d	New_York_City	The public hospital that has been around the longest in the US is what?	Bellevue Hospital	the public hospital that has been around the longest in the us is what?	Bellevue Hospital	the Bellevue Hospital has been around the longest in the us
56cffd56234ae51400d9c21e	New_York_City	Who is the president of HHC?	Ramanathan Raju	who is the president of HHC?	ramanathan raju –i	the president of HHC is ramanathan raju
56d1053c17492d1400aab748	New_York_City	What was the first public hospital founded in the United States?	Bellevue Hospital	what was the first public hospital founded in the United States?	Bellevue Hospital	Bellevue Hospital was the first public hospital founded in the United States
56d1053c17492d1400aab749	New_York_City	If the Prime Minister of the United Kingdom becomes sick in New York City, what hospital does he go to?	Bellevue Hospital	if the Prime Minister of the United Kingdom becomes sick in New York City, what hospital does he go to?	Bellevue Hospital	the Prime Minister of the United Kingdom goes to Bellevue Hospital in New York City
56d1053c17492d1400aab74a	New_York_City	Who is the HHC president?	Ramanathan Raju, MD	who is the hhc president?	ramanathan raju, md	the hhc president is ramanathan raju, md
56d1053c17492d1400aab74b	New_York_City	In what state did the president of HHC previously work?	Illinois	in what state did the president of hhc previously work?	illinois	the president of hhc previously worked in Illinois
56d1053c17492d1400aab74c	New_York_City	What was the president of HHC's previous job title?	CEO	What was the president of HHC's previous job title?	ceo	the president of HHC's previous job title was ceo
56cffd93234ae51400d9c221	New_York_City	The largest police presence in the US is NYPD with how many people?	35,000	the largest police presence in the us is nypd with how many people?	35,000	the nypd has 35,000 people
56cffd93234ae51400d9c222	New_York_City	NYPD officers have a nickname that is known as what?	New York's Finest	NYPD officers have a nickname that is known as what?	New York's Finest	NYPD officers are commonly referred to as New York's Finest
56d1057217492d1400aab75c	New_York_City	What does the acronym NYPD stand for?	New York City Police Department	what does the acronym nypd stand for?	New York City Police Department	the acronym nypd stands for New York City Police Department
56d1057217492d1400aab75d	New_York_City	About how many police work for the NYPD?	35,000	about how many police work for the nypd?	35,000	there are approximately 35,000 police officers working for the nypd
56d1057217492d1400aab75e	New_York_City	What is the nickname given to New York City Police Department officers?	New York's Finest	what is the nickname given to New York City Police Department officers?	new york’s finest	new york city police department officers are referred to as new york’s finest
56cffde2234ae51400d9c22b	New_York_City	What was the low record for homicides in 2014 in NYC?	328	what was the low record for homicides in 2014 in nyc?	328	the low record for homicides in 2014 in new york city was 328
56d1062317492d1400aab76a	New_York_City	What percentage decrease in violent crime did the city see between 1993 and 2005?	75%	what percentage decrease in violent crime did the city see between 1993 and 2005?	75%	the city saw a 75% decrease in violent crime between 1993 and 20
56d1062317492d1400aab76b	New_York_City	As of 2002, to what city did New York have a comparable crime rate?	Provo, Utah	as of 2002, to what city did new york have a comparable crime rate?	provo, Utah	new york had a comparable crime rate to provo, Utah
56d1062317492d1400aab76c	New_York_City	In what year did the city have less than 500 homicides?	2007	in what year did the city have less than 500 homicides?	2007	the city had less than 500 homicides in 2007
56d1062317492d1400aab76d	New_York_City	How many homicides were there in New York City in 2014?	328	how many homicides were there in New York City in 2014?	328	there were 328 homicides in New York City in 2014
56d1062317492d1400aab76e	New_York_City	In the first half of 2010, what percentage of shooting victims were African-American or Hispanic?	95.9%	in what year were the five borough -s combined into one city?	1898	the five borough -s were combined into one city in 1898
56cffe23234ae51400d9c22d	New_York_City	The first major crime groups in NYC were in the 1820s known as what?	Forty Thieves and the Roach Guards	the first major crime group -s in nyc were in the 1820s known as what?	the Forty Thieves and the Roach Guards	the first major crime group -s in nyc were known as the Forty Thieves and the Roach Guards
56d1070517492d1400aab778	New_York_City	What group controlled the Mafia in New York in the 20th century?	the Five Families	what group controlled the Mafia in New York in the 20th century?	the Five Families	the Five Families controlled the Mafia in New York in the 20th century
56d1070517492d1400aab779	New_York_City	The Forth Thieves and Roach Guards were two gangs that operated in what area of New York in the 1820s?	the Five Points	the Forth Thieves and Roach Guards were two gangs that operated in what area of New York in the 1820s?	the Five Points	the Forth Thieves and Roach Guards operated in the Five Points
56d1070517492d1400aab77a	New_York_City	What was a notable 20th century gang in New York?	the Black Spades	what was a notable 20th century gang in New York?	the Black Spades	the Black Spades were a notable 20th century gang in New York
56cffe95234ae51400d9c22f	New_York_City	What is the largest fire department force in the world?	Tokyo Fire Department	what is the largest fire department force in the world?	tokyo fire department	the Tokyo Fire Department is the largest fire department force in the world
56cffe95234ae51400d9c230	New_York_City	What is the second largest fire department force in the world?	The New York City Fire Department	what is the second largest fire department force in the world?	the New York City Fire Department	the New York City Fire Department is the second largest fire department force in the world
56cffe95234ae51400d9c232	New_York_City	What is the The New York City Fire Department's motto?	New York's Bravest	what is the The New York City Fire Department's motto?	New York's Bravest	the The New York City Fire Department's motto is New York's Bravest
56d1076317492d1400aab78c	New_York_City	What does FDNY stand for?	New York City Fire Department	what does fdny stand for?	New York City Fire Department	fdny stands for New York City Fire Department
56d1076317492d1400aab78d	New_York_City	What city is home to the largest municipal fire department in the world?	Tokyo	what city is home to the largest municipal fire department in the world?	tokyo	tokyo is home to the largest municipal fire department in the world
56d1076317492d1400aab78e	New_York_City	How many firefighters work for the New York City Fire Department?	11,080	how many firefighters work for the New York City Fire Department?	11,080	the New York City Fire Department has 11,080 firefighters
56d1076317492d1400aab78f	New_York_City	The FDNY employs about how many paramedics and EMTs?	3,300	the fdny employs about how many paramedics and emts?	3,300	the fdny employs about 3,300 paramedics and emts
56d1076317492d1400aab790	New_York_City	What is the motto of the New York City Fire Department?	New York's Bravest	What is the motto of the New York City Fire Department?	New York’s Bravest	the New York City Fire Department’s motto is New York’s Bravest
56cfff2d234ae51400d9c237	New_York_City	New York is home to what largest transportation system in the world?	subway systems	New York is home to what largest transportation system in the world?	subway systems	the New York city is home to the largest subway systems in the world
56d107ab17492d1400aab796	New_York_City	What types of fires can start in parks and woodlands?	brush fires	what types of fires can start in parks and woodland -s?	brush fires	parks and woodland -s can experience brush fires
56cfff79234ae51400d9c239	New_York_City	What is the address for The New York City Fire Department headquarters?	9 MetroTech Center	what is the address for The New York City Fire Department headquarters?	9 MetroTech Center	The New York City Fire Department headquarters is located at 9 MetroTech Center
