id	title	question	answer	statement
56cef300aab44d1400b88cff	New_York_City	On what date did the Occupy Wall Street protests commence?	September 17, 2011	the occupy Wall Street protests commenced on September 17, 2011
56cef300aab44d1400b88d00	New_York_City	In what park did the Occupy Wall Street protests occur?	Zuccotti Park	the Occupy Wall Street protests occurred in Zuccotti Park
56cef300aab44d1400b88d01	New_York_City	In what borough did the Occupy Wall Street protests take place?	Manhattan	the Occupy Wall Street protests took place in the Manhattan borough
56cef300aab44d1400b88d02	New_York_City	In what district of Manhattan were the Occupy Wall Street protests?	Financial District	the Occupy Wall Street protests were in the Financial District
56cfde18234ae51400d9bfaf	New_York_City	The Occupy Wall Street protests that took place in Zuccotti Park was on which date?	September 17, 2011	the Occupy Wall Street protests that took place in Zuccotti Park was on September 17, 2011
56cef532aab44d1400b88d19	New_York_City	What individual established the National Review?	William F. Buckley, Jr.	William F. Buckley, Jr. established the National Review
56cef532aab44d1400b88d1a	New_York_City	In what year was the National Review founded?	1955	the National Review was founded in 1955
56cef532aab44d1400b88d1b	New_York_City	What public figure defended New York in January 2016?	Donald Trump	Donald Trump defended New York in January 2016
56cef532aab44d1400b88d1c	New_York_City	A presidential candidate from what party derided the city for its liberalism?	Republican	a Republican presidential candidate derided the city for its liberalism
56cef595aab44d1400b88d21	New_York_City	In what geographical region of the United States is New York City located?	Northeastern	New York City is located in the Northeastern region of the United States
56cef595aab44d1400b88d22	New_York_City	In what geographical region of New York state is New York City located?	southeastern	New York City is located in the southeastern region of New York state
56cef595aab44d1400b88d23	New_York_City	New York City is about half the distance between Washington DC and what city?	Boston	New York City is about half the distance between Washington DC and the Boston
56cef595aab44d1400b88d24	New_York_City	New York City is adjacent to what ocean?	Atlantic	New York City is adjacent to the Atlantic ocean
56cef595aab44d1400b88d25	New_York_City	What river is New York City located on?	Hudson River	the Hudson River is located on New York City
56cfde76234ae51400d9bfb1	New_York_City	New York City is at the base of which American river?	Hudson	New York City is at the base of the Hudson river
56cfde76234ae51400d9bfb2	New_York_City	The Hudson River flows into which body of water?	Atlantic Ocean	the Hudson River flows into the Atlantic Ocean
56cfde76234ae51400d9bfb3	New_York_City	The three islands that make up New York city are named what?	Long Island, Manhattan, and Staten Island.	the three island -s that make up New York city are named Long Island, Manhattan, and Staten Island
56cef613aab44d1400b88d2b	New_York_City	The Hudson River serves as a dividing line between New York and what state?	New Jersey	the Hudson River serves as a dividing line between New York and New Jersey
56cef613aab44d1400b88d2c	New_York_City	What river flows between the Hudson and East Rivers?	Harlem River	the Harlem River flows between the Hudson and East Rivers
56cef613aab44d1400b88d2d	New_York_City	What is the city's sole fresh water river?	Bronx River	the Bronx River is the city's sole fresh water river
56cef613aab44d1400b88d2e	New_York_City	Into what body of water does the Hudson River terminate?	New York Bay	the Hudson River terminates into New York Bay
56cef613aab44d1400b88d2f	New_York_City	Between New York City and what city is the Hudson River an estuary?	Troy, New York	the New York City and Troy, New York is an estuary
56cfdef3234ae51400d9bfc1	New_York_City	The Hudson River separates NYC from which US state?	New Jersey	the Hudson River separates NYC from the New Jersey
56cfdef3234ae51400d9bfc2	New_York_City	The single only freshwater river in NYC is what river?	The Bronx River	the single only freshwater river in NYC is the Bronx River
56cfdef3234ae51400d9bfc3	New_York_City	Which river seperates The Bronx from Manhatten?	The Harlem River	the Harlem River separates the Bronx from Manhatten
56cef671aab44d1400b88d3b	New_York_City	What Manhattan development is the product of land reclamation?	Battery Park City	the Battery Park City is the product of land reclamation
56cef84faab44d1400b88d53	New_York_City	What is the total area of New York City in square miles?	468.9	New York City’s total area is 468.9 square mile -s
56cef84faab44d1400b88d54	New_York_City	In square miles, how much of the city's total area is composed of water?	164.1	the city’s total area is composed of water in 164.1 square miles
56cef84faab44d1400b88d55	New_York_City	In square miles, how much of the city's total area is land?	304.8	the city’s total area is 304.8 square mile -s of land
56cef84faab44d1400b88d56	New_York_City	What is the name of New York City's highest point?	Todt Hill	the Todt Hill is New York City’s highest point
56cef84faab44d1400b88d57	New_York_City	On what island is New York City's highest point located?	Staten Island	New York City’s highest point is located on Staten Island
56cfe133234ae51400d9bfdf	New_York_City	How many square miles in NYC?	468.9	the five hundred –sixty –eight point –nine square miles are in NYC
56cfe133234ae51400d9bfe0	New_York_City	How many square miles are water in NYC?	164.1	the 164.1 square mile -s are water in NYC
56cfe133234ae51400d9bfe1	New_York_City	How many square miles are land in NYC?	304.8	the land in NYC is 304.8 square miles
56cfe133234ae51400d9bfe2	New_York_City	The highest peak in the city is what location?	Todt Hill	the highest peak in the city is Todt Hill
56cfe133234ae51400d9bfe3	New_York_City	How many feet above sea level is Todt Hil?	409.8	Todt Hil is 409.8 foot -s above sea level
56cf1988aab44d1400b88d71	New_York_City	What structure is an example of saltbox architecture?	Pieter Claesen Wyckoff House	the Pieter Claesen Wyckoff House is an example of saltbox architecture
56cf1988aab44d1400b88d72	New_York_City	In what borough is the Pieter Claesen Wyckoff House located?	Brooklyn	the Pieter Claesen Wyckoff House is located in the Brooklyn borough
56cf1988aab44d1400b88d73	New_York_City	What building is the priciest office tower in the world?	One World Trade Center	One World Trade Center is the priciest office tower in the world
56cf1988aab44d1400b88d74	New_York_City	In what borough is One World Trade Center located?	Manhattan	One World Trade Center is located in the Manhattan borough
56cf1988aab44d1400b88d75	New_York_City	In what year did construction on the oldest part of Pieter Claesen Wyckoff House begin?	1656	construction on the oldest part of the Pieter Claesen Wyckoff House began in 1656
56cfe15f234ae51400d9bfe9	New_York_City	The most expensive office tower built in the world today is what?	One World Trade Center	One World Trade Center is the most expensive office tower built in the world today
56cf1a05aab44d1400b88d7b	New_York_City	How many high-rises were present in New York City in 2011?	5,937	the five thousand nine hundred thirty –seven high-rises were present in New York City in 2011
56cf1a05aab44d1400b88d7c	New_York_City	What city has the most high-rise buildings in the world?	Hong Kong	Hong Kong has the most high-rise building -s in the world
56cf1a05aab44d1400b88d7d	New_York_City	How many structures in New York City are over 100m tall?	550	the five hundred –fifty structures in New York City are over 100m tall
56cf1a05aab44d1400b88d7e	New_York_City	In what year was the Woolworth Building completed?	1913	the Woolworth Building was completed in 1913
56cf1a05aab44d1400b88d7f	New_York_City	How many buildings in New York City are over 200m high?	50	fifty building -s in New York City are over 200m high
56cfe1ae234ae51400d9bff3	New_York_City	NYC has the highest quantity of skyscrapers after which other world city?	Hong Kong	NYC has the highest quantity of skyscraper -s after the city of Hong Kong
56cfe1ae234ae51400d9bff4	New_York_City	How many buildings located in NYC are at least 330 feet in height?	550	the five hundred –fifty buildings located in nyc are at least three hundred –thirty feet in height
56cf1aa6aab44d1400b88d85	New_York_City	In what year was the Empire State Building completed?	1931	the Empire State Building was completed in 1931
56cf1aa6aab44d1400b88d86	New_York_City	The Chrysler Building reflects what architectural style?	Art Deco	the Chrysler Building reflects the Art Deco style
56cf1aa6aab44d1400b88d87	New_York_City	What floor of the Chrysler Building has sculptures of eagles at its corners?	61st	the 61st floor of the Chrysler Building has sculpture -s of eagle -s at its corner -s
56cf1aa6aab44d1400b88d88	New_York_City	What building known for its bronze-tinted I-beams was completed in 1957?	Seagram Building	the Seagram Building was completed in 1957
56cf1aa6aab44d1400b88d89	New_York_City	What is the full name of the organization known by the acronym AIA?	American Institute of Architects	the American Institute of Architect -s is the full name of the organization
56cfe201234ae51400d9bffd	New_York_City	Which animal decorates the corners of the Chrysler Building?	eagles	the eagles decorate the corners of the Chrysler Building
